0	2054	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2583	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1022	10000	10000	10000	10000	10000	10000	1891	10000	10000	10000	10000	10000	10000	1530	949	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1250	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1327	10000	10000	10000	10000	10000	10000	1067	10000	10000	10000	10000	10000	10000	10000	10000	1180	10000	10000	10000	10000	10000	10000	
-344	0	10000	10000	10000	10000	10000	262	10000	10000	10000	10000	10000	10000	10000	10000	958	10000	570	851	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	688	10000	10000	10000	1295	10000	10000	10000	10000	10000	-28	10000	10000	10000	10000	10000	10000	307	10000	10000	10000	10000	2208	387	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-157	10000	10000	208	10000	10000	10000	10000	10000	10000	10000	953	10000	10000	10000	10000	10000	10000	10000	10000	10000	-593	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2188	10000	10000	10000	10000	10000	10000	1884	10000	10000	10000	10000	10000	10000	10000	
10000	10000	0	10000	1415	10000	10000	10000	10000	10000	10000	1131	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	824	791	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	939	10000	10000	10000	10000	10000	1505	10000	10000	10000	-471	10000	10000	607	10000	10000	10000	10000	10000	10000	1277	10000	1573	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1238	10000	10000	10000	10000	10000	826	10000	10000	10000	10000	1492	10000	10000	10000	10000	10000	10000	10000	10000	10000	187	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2494	10000	10000	10000	10000	1025	10000	10000	1223	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	0	10000	10000	10000	-795	10000	10000	2362	10000	10000	10000	10000	10000	10000	1404	10000	10000	1525	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2737	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1099	10000	10000	10000	10000	2406	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1921	10000	10000	716	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	761	10000	10000	2128	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1064	10000	10000	10000	10000	880	956	10000	10000	10000	10000	10000	10000	10000	810	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	1802	10000	0	10000	10000	10000	10000	10000	10000	10000	2433	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1425	370	-239	10000	10000	10000	10000	10000	10000	1765	10000	10000	10000	10000	10000	10000	661	10000	881	10000	957	10000	185	10000	10000	10000	10000	87	10000	1535	10000	10000	10000	10000	10000	10000	10000	10000	2183	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-876	10000	10000	1051	10000	10000	10000	10000	-272	10000	10000	10000	10000	10000	10000	10000	10000	1237	10000	10000	974	10000	1397	10000	10000	10000	10000	10000	10000	10000	10000	10000	-732	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	597	10000	10000	10000	10000	188	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	783	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	955	10000	10000	10000	10000	10000	1195	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2629	10000	10000	10000	10000	10000	10000	2476	886	10000	10000	10000	1581	10000	10000	2437	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1798	1096	10000	10000	892	10000	10000	10000	10000	859	10000	10000	10000	10000	10000	10000	10000	981	10000	10000	10000	10000	10000	10000	10000	10000	10000	2216	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1960	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	0	10000	1978	10000	10000	10000	10000	1864	10000	10000	10000	10000	10000	10000	10000	1787	1640	10000	10000	10000	10000	10000	351	10000	10000	10000	10000	10000	860	10000	10000	10000	10000	10000	1362	10000	10000	10000	10000	10000	3456	379	10000	10000	10000	629	10000	10000	10000	10000	10000	10000	751	10000	10000	2664	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	535	10000	10000	10000	10000	831	10000	10000	10000	10000	10000	10000	10000	2961	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1531	10000	10000	10000	10000	2294	10000	10000	10000	10000	
10000	2679	10000	1490	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1305	222	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1592	10000	10000	1805	10000	10000	10000	1803	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2449	10000	10000	10000	10000	10000	1822	10000	10000	10000	1923	10000	10000	1272	10000	10000	10000	10000	10000	10000	10000	10000	2937	2267	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2061	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2638	10000	10000	2052	10000	10000	1724	10000	10000	10000	10000	10000	10000	2086	10000	3410	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1444	10000	10000	10000	10000	10000	2706	10000	290	10000	10000	10000	
10000	10000	10000	10000	10000	10000	-765	10000	0	10000	10000	10000	10000	-668	10000	10000	10000	10000	10000	10000	10000	1893	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-410	136	10000	10000	10000	10000	1982	10000	10000	10000	10000	10000	10000	10000	172	10000	10000	10000	10000	10000	10000	10000	1822	-745	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-526	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1651	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1400	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	0	648	10000	10000	10000	10000	10000	714	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1818	10000	10000	10000	634	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	625	10000	10000	10000	10000	10000	1918	10000	490	10000	10000	10000	-57	10000	10000	10000	218	10000	10000	1464	10000	10000	10000	55	10000	1231	10000	10000	10000	572	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-481	10000	10000	10000	530	10000	1162	10000	10000	1170	10000	10000	10000	10000	10000	10000	10000	10000	983	10000	10000	10000	10000	10000	10000	10000	10000	1107	10000	263	10000	10000	10000	
