0	74	10000	10000	10000	10000	10000	10000	1410	10000	10000	1456	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1723	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	113	10000	-661	10000	10000	10000	10000	10000	10000	683	-155	10000	10000	979	10000	10000	10000	10000	10000	10000	10000	10000	1902	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1447	10000	10000	10000	1124	10000	10000	10000	10000	300	10000	10000	10000	1258	10000	10000	10000	10000	10000	-93	10000	10000	10000	10000	10000	94	10000	
1230	0	10000	10000	10000	2142	10000	2814	10000	10000	10000	10000	2659	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1372	2331	10000	10000	1959	10000	1014	10000	1041	10000	10000	2045	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2919	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	561	10000	10000	10000	10000	10000	10000	1359	10000	10000	10000	10000	10000	10000	1248	1696	2144	10000	10000	
10000	10000	0	10000	10000	3344	10000	10000	10000	10000	10000	2922	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2602	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1287	10000	10000	10000	10000	10000	10000	10000	10000	2521	10000	10000	10000	825	10000	10000	10000	2594	10000	10000	10000	2510	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	3188	10000	10000	10000	1431	10000	10000	10000	10000	10000	10000	10000	2169	10000	10000	10000	10000	10000	10000	1907	10000	10000	10000	10000	10000	1113	10000	
10000	10000	10000	0	10000	10000	10000	10000	10000	2416	10000	10000	10000	10000	1537	10000	10000	10000	10000	10000	10000	10000	10000	1015	10000	887	10000	10000	2984	10000	10000	10000	3017	10000	10000	10000	10000	10000	10000	10000	10000	2170	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1078	10000	2583	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	3023	10000	10000	2836	10000	1701	10000	10000	10000	10000	10000	10000	10000	763	10000	10000	10000	10000	10000	10000	10000	2574	10000	10000	-307	10000	10000	1893	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	0	10000	230	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1248	-63	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	642	10000	10000	210	10000	10000	10000	10000	385	10000	10000	675	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-403	786	10000	10000	10000	10000	10000	1590	10000	10000	10000	10000	10000	10000	10000	10000	1462	10000	10000	10000	10000	1301	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1074	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	475	-626	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	327	69	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	154	806	10000	511	10000	10000	10000	10000	409	10000	10000	575	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	771	10000	10000	10000	10000	10000	10000	10000	10000	674	10000	10000	10000	10000	10000	10000	10000	1226	10000	42	10000	10000	10000	10000	10000	10000	644	10000	10000	10000	10000	10000	10000	104	10000	1004	10000	10000	
10000	10000	10000	10000	1882	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1923	10000	10000	10000	787	10000	10000	10000	10000	10000	10000	1276	2438	10000	10000	10000	10000	2565	10000	10000	19	10000	10000	1152	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1606	10000	10000	10000	10000	10000	10000	10000	10000	10000	1848	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2710	10000	10000	10000	10000	10000	10000	10000	863	10000	10000	10000	10000	10000	10000	10000	427	10000	10000	10000	10000	10000	10000	10000	10000	
10000	124	10000	10000	10000	10000	10000	0	1078	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	443	476	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-411	10000	10000	10000	557	10000	657	10000	10000	10000	10000	870	1905	10000	10000	459	10000	10000	10000	10000	10000	10000	10000	459	10000	10000	728	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	665	1351	10000	499	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-827	10000	300	-478	-83	10000	10000	
1776	10000	10000	10000	10000	10000	10000	918	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	143	10000	968	10000	10000	10000	10000	1457	10000	1562	-515	10000	10000	182	10000	10000	10000	835	10000	10000	10000	10000	1949	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	979	10000	10000	10000	10000	10000	10000	10000	10000	114	10000	10000	640	10000	10000	10000	10000	10000	10000	10000	10000	-27	10000	10000	10000	10000	528	
10000	10000	10000	132	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	-606	1529	10000	10000	10000	10000	10000	10000	10000	10000	-247	10000	10000	654	10000	10000	10000	10000	10000	1086	10000	10000	-761	10000	10000	10000	845	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1375	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1719	10000	10000	10000	10000	2124	10000	10000	10000	10000	10000	10000	10000	909	10000	10000	10000	10000	10000	10000	10000	159	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	915	10000	10000	10000	-313	10000	10000	10000	10000	-325	10000	1788	10000	10000	10000	1007	10000	10000	10000	10000	85	10000	10000	1253	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	818	10000	10000	10000	10000	10000	1747	10000	10000	10000	743	1608	10000	10000	10000	-80	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	589	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
1199	10000	-667	10000	10000	10000	10000	10000	10000	10000	10000	0	1018	10000	10000	10000	10000	10000	10000	-313	10000	10000	10000	10000	351	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-252	-47	10000	10000	10000	10000	-65	10000	10000	10000	10000	5	10000	10000	10000	10000	10000	10000	542	10000	10000	10000	10000	650	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	33	10000	10000	10000	10000	10000	10000	10000	1862	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-1278	
10000	519	10000	10000	10000	10000	10000	10000	10000	10000	10000	889	0	10000	10000	10000	10000	10000	10000	10000	10000	97	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-63	10000	10000	10000	10000	10000	10000	10000	-295	10000	10000	10000	711	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	392	10000	10000	422	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	605	10000	-269	-74	1407	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	1566	10000	10000	10000	1706	10000	10000	10000	10000	1737	10000	10000	10000	10000	10000	1709	10000	10000	2735	10000	10000	10000	10000	2562	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	3251	10000	10000	10000	10000	2594	1988	10000	10000	2158	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2994	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	974	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	1521	10000	10000	10000	10000	10000	10000	10000	1105	10000	150	10000	10000	1892	10000	10000	10000	10000	10000	3495	10000	10000	10000	10000	10000	10000	1748	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2460	2633	10000	10000	10000	10000	10000	10000	10000	10000	2186	10000	10000	10000	2326	10000	10000	10000	10000	10000	10000	974	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	1549	10000	10000	10000	10000	-99	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1137	10000	10000	305	10000	10000	2370	10000	10000	1148	10000	10000	10000	727	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1165	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	659	10000	10000	10000	10000	10000	10000	10000	2614	10000	10000	905	10000	10000	407	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	1136	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	588	10000	245	10000	10000	51	976	10000	1536	10000	10000	146	10000	10000	10000	336	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	329	10000	10000	10000	10000	10000	10000	1221	10000	10000	1149	10000	1830	10000	10000	10000	10000	10000	10000	10000	9	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-498	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	1226	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	-203	10000	10000	10000	10000	10000	10000	1884	3133	10000	10000	10000	10000	10000	1514	10000	847	10000	10000	1121	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	553	10000	10000	10000	10000	10000	3115	10000	10000	10000	10000	2320	10000	10000	10000	-18	10000	10000	10000	10000	10000	2479	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-354	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	1403	10000	330	10000	10000	10000	1063	10000	10000	408	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2742	10000	10000	499	10000	10000	10000	10000	1492	10000	10000	1558	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2418	10000	10000	10000	10000	10000	10000	10000	-10	1463	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	816	10000	10000	10000	10000	10000	10000	10000	10000	
